ID,magnitude,Cadence,duration,latitude,longitude,Teff,Teff_error,logg,logg_error,Type,var_lc,num_peaks,median_peaks,mad_peaks
220,12.1,1800,356.19,83.61,58.62,5575,200,-999,-999, Trans/Eclipse,3.73731479676444,195,83.9316839667258,77.2850425348529
221,15.6,120,27.4,34.35,261.78,26242,100,3.66,0.1, bCep,0.224789659411064,79,655.583972714158,554.8690537039
222,10.9,1800,27.38,12.04,132.03,2630,250,-999,-999, LPV;MIRA,2589404.61026607,1,34.9889059566479,0
223,9.8,1800,27.38,16.52,199.67,7273,254,4.09,0.4, dSct,48234.1768900008,1,169.975932613767,0
224,8.6,120,27.4,33.48,174.07,16210,150,4.15,0.14, SPB,143615.046499312,88,866.428007276399,935.184531777337
225,8.6,1800,27.38,35.02,114.52,6154,200,-999,-999, RR Lyrae; ab type,123605562.504707,8,107.953575695511,71.1693548387095
226,6.4,1800,27.38,21.82,323.15,8000,200,-999,-999, Trans/Eclipse,556029.895750275,4,148.434148432315,77.5963963954376
227,10.4,1800,54.77,63.99,232.05,6307,200,-999,-999, RR Lyrae; c type,2870490.20381449,5,111.11111111179,55.0159033082241
228,6.6,120,356.2,79.86,335.24,16210,150,4.15,0.14, SPB,8760511.1511818,1978,1703.30317089105,1415.30095130521
229,8.3,120,27.4,42.89,324.29,35481,100,4.03,0.1, hybrid,90930.9437870312,43,231.910150891632,128.380144032922
230,13.1,1800,27.38,8.62,233.39,8096,283,3.66,0.4, dSct+gDor hybrid,36.1086411938233,2,96.9932104737615,94.2702877450613
231,8.3,20,27.4,30.14,43.39,8000,200,-999,-999, Trans/Eclipse,16949.9815595593,403,2754.85185440603,2870.94395330772
232,15.9,1800,27.37,47.49,253.85,6176,300,-999,-999, Trans/Eclipse,NA,NA,NA,NA
233,9.7,120,54.8,37.74,80.71,13380,60,4.14,0.12, SPB,33860.6950288616,87,576.775677057899,703.294328054581
234,15.2,1800,27.4,39.54,8.57,6560,131,3.5,0.15, gDor,0.0142390266451913,3,19.9808878459078,14.8118321601716
235,11.5,120,54.8,62.58,195.36,11990,60,4.27,0.09, SPB,2700.30902962412,62,229.544471854623,183.04518401523
236,12.1,1800,27.38,26.65,328.93,5979,200,-999,-999, Cepheid;wvir,NA,NA,NA,NA
237,11.4,1800,27.4,26.93,290.43,8073,282,3.61,0.4, dSct,0.173854066638807,4,81.3476812698168,21.8420445808228
238,16.6,1800,27.38,8.26,47.85,7378,258,3.92,0.4, dSct+gDor hybrid,0.0155404705240709,4,38.0162433034842,28.5016848104282
239,16.2,120,27.4,46.4,336.42,26242,100,3.66,0.1, bCep,0.0745306266674071,48,222.176822101686,111.061851982454
240,7.3,1800,27.38,18.54,351.31,6449,200,-999,-999, RR Lyrae; ab type,3696844555.07529,10,101.184389910142,68.2177914102059
241,11.9,120,27.4,17.21,18.67,13930,80,4.35,0.12, SPB,477.814436692662,50,316.75916967809,257.933194153438
242,13.9,1800,27.38,38.99,74.29,2524,250,-999,-999, LPV;SR,5697.8711885853,1,34.5065562461153,0
243,9.8,1800,27.38,40.96,162.16,7269,300,-999,-999, Trans/Eclipse,NA,NA,NA,NA
244,5.1,1800,27.37,37.6,243.23,4732,200,3.78,0.1, Solar-like,6069.19958309917,3,208.066854270483,74.5914556161637
245,7.2,1800,27.4,33.59,144.24,5291,300,-999,-999, Trans/Eclipse,227795032.759621,2,9.47459086993973,7.02351421188633
246,9.5,1800,27.4,27.03,12.26,5192,200,3.15,0.1, Solar-like,10.9941778797856,3,51.3931362555217,34.6343017329255
247,15.6,1800,27.37,48.39,248.38,7498,100,-999,-999, gDor,0.345840448002569,3,15.7755606721473,12.0104886161618
248,16.5,120,27.4,12.99,108.1,14321,100,4.23,0.1, SPB,0.167792861906022,23,171.495853381034,142.942049757053
249,15.7,1800,54.77,61.09,65.4,4642,200,2.82,0.1, Solar-like,0.000426528068679566,12,87.1250852084418,33.7930725973441
250,12.3,1800,27.38,29.22,351.31,2892,250,-999,-999, LPV;MIRA,8375.92467904939,1,27.2665303336804,0
251,9.2,1800,356.19,84.8,351.31,7240,265,4.19,0.4, dSct+gDor hybrid,10032.6162980555,78,48.5021722729064,34.3274799031911
252,11.9,1800,54.77,67.61,189.3,5786,200,4,0.1, Solar-like,0.00762150088815372,5,78.6683630199884,97.1423664128069
253,10.7,120,27.4,39.95,267.22,16420,140,4,0.15, SPB,1716.26844857382,22,183.290707585883,114.386445011851
254,12.9,1800,27.38,44.2,345.84,7533,263,3.52,0.4, dSct+gDor hybrid,5.32921468320035,2,131.220177230837,63.7962678928775
255,14.6,1800,27.37,8.02,262.64,3255,250,-999,-999, LPV;MIRA,594.05391925428,2,31.124754839642,11.3783576363637
256,10.2,1800,27.38,24.11,228.54,4956,300,-999,-999, Trans/Eclipse,808043.671844712,1,2.69425584649338,0
257,8.1,120,27.4,21.58,297.27,15210,110,4.14,0.14, SPB,232243.881843247,31,171.039094650205,91.5185185185194
258,6.3,120,27.4,23.01,299.8,9885,100,4.15,0.1, SPB,4083081.34390753,1,16.2894375857339,0
259,13.4,1800,27.37,52.2,260.71,6896,189,4.21,0.4, dSct+gDor hybrid,96.2123125731669,1,102.327961116631,0
260,9.7,1800,54.77,65.27,40.27,7467,261,4.04,0.4, dSct+gDor hybrid,44025.3278909092,3,157.752981917093,117.259202258001
261,14.9,1800,27.38,33.54,27.04,7144,100,-999,-999, dSct,0.0231236253642992,1,190.513219282233,0
262,9.7,120,27.4,9.44,186.25,27289,100,4.08,0.1, SPB,102532.882797199,20,222.991998900218,178.509194395061
263,16.8,120,27.4,49.28,177.63,15210,110,4.14,0.14, SPB,0.0246808593470404,53,359.706054048859,289.560368804823
264,14.8,1800,27.38,22.8,216.21,6427,200,-999,-999, RR Lyrae; c type,669.327536954636,5,105.61482918254,51.9285483341442
265,5.5,1800,54.77,65.16,135.1,4680,300,-999,-999, Trans/Eclipse,203685.228546141,21,66.046551138294,49.1177370030579
266,8.4,1800,27.38,31.61,192.3,7042,197,4.17,0.4, dSct+gDor hybrid,1481.40023136497,3,113.317288409178,92.1793020470585
267,6,120,27.4,10.5,101.28,18440,180,3.91,0.17, SPB,11104840.3998514,29,182.165757979504,97.2284230009479
268,8.3,1800,27.38,7.9,118,7030,100,-999,-999, dSct,1191234.72504767,2,158.303464755077,74.0161290322582
269,9.4,1800,27.4,18.7,135.12,7311,100,-999,-999, dSct,6744.5034751228,2,197.889750215332,50.7608527131787
270,10.6,120,27.4,11.53,90.86,26730,100,3.67,0.1, bCep,3539.13268690152,27,227.171415833264,108.031581112166
271,9.1,1800,27.38,49,232.89,7498,100,-999,-999, dSct,18576.9293797141,2,196.950102378665,63.5126091163759
272,11.9,120,27.4,40.87,230.37,14092,100,4.23,0.1, SPB,1206.88109059617,9,150.625094139128,67.792589244668
273,9.6,120,27.4,32.54,243.22,10471,100,4.22,0.1, SPB,39012.4171659976,4,56.484410302173,33.4975146856007
274,14.2,1800,27.37,32.69,270.23,4944,300,-999,-999, Trans/Eclipse,444.413430059114,1,32.4038543535999,0
275,16.4,120,82.2,64.16,0,13380,60,4.14,0.12, SPB,0.149507089520572,458,1280.75218487837,1046.90427534795
276,8.1,1800,27.4,18.76,270.25,5225,200,3.66,0.1, Solar-like,35.1360875824996,5,108.890596975345,53.1806302837421
277,14.3,1800,27.38,10.96,108.08,5140,300,-999,-999, Trans/Eclipse,405.452976755823,4,20.1630201635184,7.6324324326211
278,6.7,120,27.4,16.19,129.28,14050,80,4.2,0.12, SPB,9144808.36336685,99,568.666598400295,564.810842624105
279,10.9,1800,27.38,19.51,316.1,7579,265,4.06,0.4, dSct+gDor hybrid,506.471337339743,3,73.7880737871622,61.6954954947337
280,14.1,120,27.4,57.07,252.87,26730,100,3.67,0.1, bCep,5.57938555392072,17,190.110826937916,82.7879795389645
281,9.4,120,219.2,77.06,297.27,17579,100,3.79,0.1, bCep,5440.15564752193,1056,1481.02459562729,1342.46572297482
282,15.5,1800,27.38,52.74,319.96,7294,100,-999,-999, dSct+gDor hybrid,0.10092966533334,3,54.0540540533863,17.8090090087891
283,10.6,1800,27.4,8.54,18.95,6905,241,4.41,0.1, gDor;Trans/Eclipse,71.2832752706254,2,15.0781515460415,9.76057594291543
284,6.6,1800,27.38,21.45,180.72,4956,300,-999,-999, Trans/Eclipse,699740620.455145,5,70.4648964509752,26.1178138695539
285,5.2,120,54.8,59.44,38.04,9885,100,4.15,0.1, SPB,31241242.3374478,122,347.779220671116,325.918060756199
286,8.1,1800,27.38,26.44,207.85,7100,232,4.36,0.1, dSct+gDor hybrid;Trans/Eclipse,287149.733337624,4,117.829923788305,27.8768050545538
287,16.7,120,54.8,65.49,120.32,16368,100,4.22,0.1, SPB,0.0665022707765558,605,1944.56491235434,1287.22212300284
288,5.6,1800,27.38,30.29,92.87,8056,281,3.47,0.4, dSct,NA,NA,NA,NA
289,11,120,27.4,33.68,27.02,13860,70,4.26,0.12, SPB,452.696667664578,44,311.534589885105,292.053004269499
290,12.3,1800,27.38,38.8,79.72,6518,200,3.6,0.1, Solar-like,0.0184117735209941,7,145.790200139837,130.456521740751
291,6.8,1800,27.38,6.53,120.21,6124,200,4.44,0.1, RR Lyrae; c type;Trans/Eclipse,1884039277.59279,5,100.699778119133,49.9767025089611
292,6.7,1800,27.4,48.68,13.28,7079,100,-999,-999, dSct,1718305.90287035,1,150.725393098479,0
293,6.4,120,27.4,47.18,314.73,13960,80,4.09,0.13, SPB,10801136.3721637,4,72.0164609053497,11.4398148148148
294,8.5,120,82.2,67.19,189.17,12941,100,4.22,0.1, SPB,1284842.03363331,873,2035.16193517787,1315.66130374774
295,7.5,1800,27.38,26.26,229.31,7270,254,4.06,0.4, dSct+gDor hybrid,380.570879174618,6,139.023601679058,89.4768832834484
296,16.2,1800,27.38,11.46,99.95,5048,200,3.37,0.1, Solar-like,2.94514652970813e-05,5,42.900042901103,23.5333333339148
297,12.2,1800,27.4,11.84,271.47,4805,200,3.54,0.1, Solar-like,0.0287034048158253,7,136.647023655335,84.8357673573993
298,9.9,120,27.4,15.19,27.33,34040,100,4.1,0.1, bCep,1835.90663177401,9,154.968488301822,62.7189847189847
299,12.1,1800,27.38,22.31,27.04,6423,200,4.45,0.1, RR Lyrae; ab type;Trans/Eclipse,144382.401607136,5,55.296353895977,27.540953861762
300,9.2,1800,27.38,43.19,330.8,5140,300,-999,-999, Trans/Eclipse,4744481.70661023,7,27.6925698701441,33.4772494883417
301,10.2,1800,54.77,70.07,312.53,7529,263,3.59,0.4, dSct+gDor hybrid,2632.6065231438,8,168.639429807815,31.9214076619579
302,7.8,1800,27.38,31.32,229.87,6505,200,-999,-999, RR Lyrae; ab type,1609761804.0174,10,111.542192044826,75.0966698986081
303,15.9,120,27.4,20.43,9.22,28840,100,3.81,0.1, SPB,0.0188814684791523,46,329.488942069707,244.407429094172
304,9.6,1800,27.38,33.18,54.04,6359,200,-999,-999, RR Lyrae; c type,9992578.67981883,4,77.1124935189991,45.4745982368628
305,9,1800,27.38,24.68,189.16,6009,200,-999,-999, RR Lyrae; c type,52634776.0423063,5,121.165248775457,59.8798659448313
306,9.6,1800,27.38,15.05,29.37,7498,100,-999,-999, dSct,734.085235012951,1,127.872818384447,0
307,12.4,120,27.4,11.22,177,16368,100,4.22,0.1, SPB,178.151175019289,15,162.254043473113,108.823786957417
308,16.3,120,27.4,9.62,179.63,14050,80,4.2,0.12, SPB,0.190346272661461,98,819.855087390598,689.217317396974
309,9.2,1800,27.37,53.63,243.23,6149,200,-999,-999, RR Lyrae; ab type,106908269.965758,9,113.839856742252,67.6380148383857
310,9.5,120,27.4,37.17,118.43,14050,80,4.2,0.12, SPB,52622.8795157615,99,568.666598400295,564.810842624105
311,16.4,1800,54.77,51.36,163.46,6811,200,3.86,0.1, Solar-like,3.42692573879961e-06,8,109.618916436374,98.0231404952197
312,12.1,120,27.4,25.9,318.92,16160,130,3.91,0.16, SPB,194.973757676215,49,2418.98148148148,446.152777777769
313,11.3,1800,27.38,41.61,347.69,5985,300,-999,-999, Trans/Eclipse,195759.287498562,2,15.763462849159,20.8443251531184
314,15.7,1800,27.38,37.16,58.48,7231,253,3.98,0.4, dSct,197.006509749741,1,189.354727400558,0
315,16.2,1800,27.38,16.95,113.81,7134,244,4.27,0.4, dSct+gDor hybrid,0.000678054206431455,3,23.0414746543779,17.0806451612903
316,13.6,120,27.4,45.06,179.99,18440,180,3.91,0.17, SPB,8.3109948085443,17,161.39555647061,106.278201297595
317,11.2,1800,109.58,73.6,200.46,7149,222,3.55,0.4, dSct+gDor hybrid,0.763434339142933,15,27.7227722773154,26.2594719472779
318,8.6,1800,27.4,40.11,280.71,6743,200,-999,-999, RR Lyrae; ab type,211953898.819063,11,121.701255443033,89.9005892891837
319,15.4,1800,109.58,73.4,271.58,3001,250,-999,-999, LPV;SR,786.928400777797,10,20.9883609998091,17.6803091013165
320,14.8,1800,27.38,33.56,51.42,7498,100,-999,-999, dSct,0.0084683747241103,1,210.817349228412,0
321,13.8,1800,27.4,34.59,13.83,5696,200,-999,-999, Trans/Eclipse,0.400970866977449,4,40.6133263824431,15.1338285114796
322,7.6,1800,54.77,63.16,304.06,7498,100,-999,-999, dSct,81288.1879750175,3,197.276314114803,11.0073819523982
323,11.3,1800,27.4,23.14,0,5898,200,-999,-999, Trans/Eclipse,93.1925892309079,2,29.3068297655454,28.3371559633027
324,10.2,20,137,75.1,284.58,8000,200,-999,-999, Trans/Eclipse,1236.20589422548,2910,2853.0142056861,3384.70166109405
325,11.8,1800,27.4,20.09,0.26,7079,100,-999,-999, dSct,302.568541426361,1,60.3126061841659,0
326,8.6,1800,82.19,73.18,164.99,5380,300,-999,-999, Trans/Eclipse,16923145.5783936,3,18.2683320589476,10.4979182599208
327,9.1,1800,27.38,32.91,81.06,4579,300,-999,-999, Trans/Eclipse,7508024.48187554,2,23.2919254661278,31.9746376815566
328,10.5,1800,27.4,10.75,297.27,5428,300,-999,-999, Trans/Eclipse,204.299443822461,2,53.1642326409038,75.6557776060384
329,5.9,1800,27.4,39.33,150.57,8000,200,-999,-999, Trans/Eclipse,1959330.35772053,2,45.2196382428941,64.4886304909561
330,5.8,1800,54.77,66.75,270.23,6393,200,-999,-999, RR Lyrae; ab type,9565531949.0477,7,72.0823256034526,53.0830843647752
331,6.1,1800,109.56,74.31,112.77,4990,300,-999,-999, Trans/Eclipse,1545123028.47888,6,5.6721798133839,2.51501272263865
332,6.3,1800,27.38,30.07,135.1,6233,300,-999,-999, Trans/Eclipse,1602731427.65065,1,22.1880867042157,0
333,7.1,120,27.4,10.94,123.2,13960,80,4.09,0.13, SPB,2949064.40697661,30,343.418313362519,300.431299268141
334,5.9,1800,54.79,61.01,2.93,6149,300,-999,-999, Trans/Eclipse,979417.981450751,12,45.5356005598814,31.0015921534868
335,5.8,1800,27.38,8.62,344.77,7232,200,-999,-999, Trans/Eclipse,268574.748745045,2,161.468984325708,64.4279141120101
336,12.6,1800,27.4,36.57,8.49,6319,300,-999,-999, Trans/Eclipse,20875.2079450953,1,2.17183563542477,0
337,13.4,120,82.2,69.02,144.62,21134,100,4.43,0.1, SPB,261.903417575725,482,1587.60136033204,1135.41332099442
338,7.7,1800,27.38,15.77,300.44,5931,200,-999,-999, RR Lyrae; ab type,1950658809.15776,10,117.331617330168,79.1864864855079
339,14.1,1800,54.79,45.88,10.5,6980,200,-999,-999, RR Lyrae; c type,3052.4342434763,5,87.8868933883025,43.4337027124991
340,13.4,1800,27.37,7.78,248.51,7035,200,-999,-999, RR Lyrae; ab type,18509.3530725291,8,104.459793639894,85.9698132525265
341,6,1800,27.38,44.01,297.29,5428,300,-999,-999, Trans/Eclipse,149659.806081504,1,2.14500214497564,0
342,15.8,1800,27.4,28.86,294.08,3056,250,-999,-999, LPV;MIRA,299.868061746181,1,27.3294047310671,0
343,10.4,1800,109.56,74.47,27.04,8000,200,-999,-999, Trans/Eclipse,275.983994545619,67,62.3409669209296,56.1162213738747
344,11.2,1800,27.38,50.02,80.56,3400,250,-999,-999, LPV;MIRA,151188.349422589,2,28.6835748795834,8.63315217402027
345,13.2,20,27.4,37.63,125.3,5672,200,-999,-999, Trans/Eclipse,0.130104850192159,29,1045.9629175678,703.757106243744
346,10.7,1800,27.38,8.98,175.91,5358,300,-999,-999, Trans/Eclipse,342957.007103728,6,22.1276961416172,15.2884764114462
347,12.7,1800,27.38,26.6,38.98,4713,200,3.38,0.1, Solar-like,0.0185360445459669,3,218.593398995034,32.6648522546476
348,11.5,1800,27.4,8.17,295.24,7380,258,4.07,0.4, dSct+gDor hybrid,9.03135170679023,7,45.2643265858298,41.7847809372263
349,9.5,1800,27.38,35.48,108.08,5941,300,-999,-999, Trans/Eclipse,3634166.42542926,7,80.2230802250626,59.1513513528124
350,16.7,1800,27.37,44.55,243.23,7498,100,-999,-999, dSct,0.00613454123897995,1,71.2032062769892,0
351,9.2,1800,27.4,42.23,27.02,3057,250,-999,-999, LPV;MIRA,3905211.88336597,1,20.8496221000777,0
352,5.8,1800,27.4,36.69,27.02,8000,200,4.18,0.1, Trans/Eclipse,292614.046341903,1,3.04056988959467,0
353,7.2,120,27.4,23.6,125.68,9885,100,4.15,0.1, SPB,783788.551615031,26,173.628886383286,144.207023648708
354,15.4,120,27.4,19.67,54.18,14554,100,4,0.1, SPB,1.23707546756408,35,1657.00833034939,1858.97138721704
355,9.4,1800,27.38,7.41,216.18,5188,300,-999,-999, Trans/Eclipse,3432813.96066265,1,3.00842358608436,0
356,8.5,20,27.4,23.27,243.22,8000,200,-999,-999, Trans/Eclipse,6615.55768560157,19,443.782207833753,349.312433435676
357,7.7,120,54.8,53.08,86.44,13963,100,4.11,0.1, SPB,1107029.72563648,118,638.028133120074,570.96459150677
358,12,1800,54.79,55.47,244.25,7498,100,4.24,0.1, dSct;Trans/Eclipse,12.13952516038,8,32.7548068740549,41.9401480344547
359,6.1,1800,27.38,56.69,328.14,5140,300,-999,-999, Trans/Eclipse,1396109206.63677,5,22.5800954325791,7.57975460113387
360,8.1,1800,27.37,47.05,262.81,6343,200,-999,-999, Trans/Eclipse,318.949714156565,1,132.173616442315,0
361,13.1,1800,27.38,49.56,351.31,4354,300,-999,-999, Trans/Eclipse,3134.80478415933,2,27.905589638376,38.8462423308116
362,7.1,1800,27.38,38.77,301.89,3216,250,-999,-999, LPV;SR,173035328.933888,1,38.1810381805665,0
363,6.4,1800,27.4,20.75,11.36,4680,300,-999,-999, Trans/Eclipse,1300558780.92959,6,43.9602446483181,29.9114424057085
364,9.7,20,27.4,49.7,351.32,5818,200,-999,-999, Trans/Eclipse,18.7757373693368,612,5026.98423517365,4238.57817775114
365,7,1800,27.38,52.82,324.31,5971,200,3.63,0.1, Solar-like,290.128798594897,6,96.7109747772724,93.4836400806522
366,12.1,1800,27.38,40.43,297.29,7498,100,-999,-999, dSct,36.5065035027465,1,100.38610038486,0
367,15.8,120,27.4,31.51,26.98,9885,100,4.15,0.1, SPB,0.102163193021494,46,314.571835190391,273.075991877538
368,10.7,120,27.4,9.74,137.4,16160,130,3.91,0.16, SPB,533.406587457722,71,936.875989789917,833.279797545275
369,9.3,1800,27.38,26.19,351.31,7498,100,-999,-999, dSct,213.060358256311,1,210.889570549559,0
370,6,1800,27.38,30.63,101.6,7027,200,-999,-999, RR Lyrae; c type,7604068302.77649,4,85.1565851586894,50.2468468480888
371,9.6,1800,27.4,40.29,25.54,8643,302,3.85,0.4, dSct+gDor hybrid,7984.57774553235,1,46.9116497251749,0
372,15.6,1800,27.38,49.74,167.89,7030,100,-999,-999, dSct,NA,NA,NA,NA
373,15.9,120,27.4,25.89,164.16,16210,150,4.15,0.14, SPB,0.207586899888214,88,866.428007276399,935.184531777337
374,10.8,1800,27.38,32.01,131.6,3167,250,-999,-999, LPV;MIRA,1844496.73823099,1,34.9889059566479,0
375,6.4,1800,27.38,59.23,129.88,5855,300,-999,-999, Trans/Eclipse,979471422.760497,2,20.694657791432,28.1514336917563
376,13.6,1800,27.38,28.88,39.87,5297,200,3.8,0.1, Solar-like,0.000676049342130931,5,171.073094865679,97.9945567639441
377,6.8,1800,27.38,12.39,50.5,5291,300,-999,-999, Trans/Eclipse,419432821.260228,2,9.50406082587106,7.04536029021823
378,10.9,1800,82.19,72.67,216.18,6766,203,4.33,0.4, dSct+gDor hybrid,1.59958254821045,9,19.0748688601948,15.2449034334111
379,12.1,1800,54.77,55.54,135.1,7385,258,4.05,0.4, dSct+gDor hybrid,0.120819750450256,7,43.1107713217804,48.1731651376146
380,11.3,120,27.4,39.91,128.06,13121,100,4.14,0.1, SPB,2265.0699903629,27,215.436333227419,150.531893106985
381,8.6,1800,27.38,43.22,105.56,8572,300,3.52,0.4, gDor,1089.51612883126,5,36.8940368949486,22.2612612618113
382,9.4,1800,27.37,23.74,270.23,5582,300,-999,-999, Trans/Eclipse,3078941.64520591,2,21.3183252326315,28.4458940909096
383,14.8,120,54.8,47.86,284.14,16368,100,4.22,0.1, SPB,2.19192378448383,661,2052.28958288295,1223.7729638552
384,9.2,1800,27.37,17.92,267.4,7313,200,-999,-999, Trans/Eclipse,NA,NA,NA,NA
385,13.7,20,27.4,10.48,185.85,8000,200,-999,-999, Trans/Eclipse,0.275097424363826,626,4893.85172736441,4467.34942668537
386,15.1,120,27.4,7.94,285.51,26242,100,3.66,0.1, bCep,0.565436056481895,13,122.498804888202,44.9295738572631
387,16.7,1800,82.19,72.21,155.49,5654,200,-999,-999, Trans/Eclipse,0.00167858395391551,7,78.1750608740228,89.3018069973088
388,14.5,1800,27.38,33.32,165.06,6793,200,-999,-999, RR Lyrae; ab type,2188.60535212688,5,45.9740482942338,22.9327146171692
389,17,1800,27.4,24.33,15.5,6982,242,4.02,0.4, dSct+gDor hybrid,0.00143674086561516,3,28.4573564390079,18.2617227319063
390,7.3,120,27.4,6.17,307.22,21134,100,4.43,0.1, SPB,19853391.0057547,23,141.032235939643,68.6388888888886
391,9.7,1800,27.38,11.4,187.03,4985,200,2.85,0.1, Solar-like,NA,NA,NA,NA
392,7.1,1800,356.19,80.03,20.65,4795,200,3.08,0.1, Solar-like,1279.43549509271,39,27.8363120788521,29.0722898618318
393,9.7,1800,27.38,45.16,64.87,4835,300,-999,-999, Trans/Eclipse,1931279.64844604,1,37.5258799176504,0
394,15.5,120,27.4,15.02,174.49,13860,70,4.26,0.12, SPB,0.115274085771668,79,1140.07073932431,1435.71031213996
395,11.9,1800,54.77,68.59,89.66,7111,200,-999,-999, Trans/Eclipse,37.2557187207738,11,40.5623513421677,49.4325942915391
396,8.1,120,27.4,33.37,200.21,13121,100,4.14,0.1, SPB,840700.950500016,58,385.189863260813,323.99735353797
397,5.2,1800,27.38,47.49,196.57,5522,300,-999,-999, Trans/Eclipse,10988836589.0503,2,40.1123144811249,55.0102286409871
398,14.2,1800,27.38,42.06,330.54,7120,200,-999,-999, RR Lyrae; c type,2252.55894617917,4,74.5569188811573,43.899412064901
399,17,1800,27.38,34.12,95.95,7030,100,-999,-999, dSct,0.0859146657374526,1,151.866151869905,0
400,13.9,1800,27.38,15.44,180.14,7498,100,-999,-999, gDor,NA,NA,NA,NA
401,12.5,1800,54.79,55.57,34.42,7235,276,4.1,0.4, dSct+gDor hybrid,33.3814557328529,13,46.7031800614168,28.3263278559777
402,10,120,54.8,66.87,92.62,16634,100,4.15,0.1, SPB,10460.1940157735,28,131.343118766772,74.9322154831049
403,7.6,1800,27.38,6.63,162.16,6940,237,4.18,0.4, dSct+gDor hybrid,72986.8512137082,1,12.4602560797456,0
404,7.9,1800,27.38,14.88,198.5,3401,250,-999,-999, LPV;SR,NA,NA,NA,NA
405,10.1,120,27.4,13.54,294.39,13960,80,4.09,0.13, SPB,11853.1565520859,14,99.6636618167081,86.0622823181386
406,13.9,1800,27.4,36.75,270.25,6409,200,-999,-999, RR Lyrae; ab type,7058.61787015576,5,61.064138695978,30.38893159071
407,13.7,1800,27.37,10.86,270.23,5057,200,3.63,0.1, Solar-like,0.0013283087579561,5,108.297092181768,50.5704783838385
408,16.9,1800,54.77,68.8,270.23,6754,300,-999,-999, Trans/Eclipse,7.88523593993387,3,30.8246787120028,8.78859012661833
409,9.8,1800,27.38,47.76,61.8,5059,200,3.13,0.1, Solar-like,6.72003822972541,7,174.258109042882,61.3913043485881
