ID,magnitude,Cadence,duration,latitude,longitude,Teff,Teff_error,logg,logg_error,Type,var_lc,num_peaks,median_peaks,mad_peaks
427,15.8,1800,27.38,28.33,97.49,4614,300,-999,-999, Trans/Eclipse,22.8574762318002,14,75.5040755059413,57.8792792807095
428,11,1800,27.38,9.81,336.5,2544,250,-999,-999, LPV;MIRA,1922204.3480114,1,27.2665303336804,0
429,13,1800,27.38,18.07,192.41,6766,203,4.33,0.4, dSct+gDor hybrid,0.0449479468829305,2,14.5407139994077,6.69043321309302
430,13.6,1800,27.38,38.25,162.16,8095,283,3.61,0.4, dSct,NA,NA,NA,NA
431,5.3,1800,27.38,8.41,54.04,5804,300,-999,-999, Trans/Eclipse,7617241987.85931,3,58.7523760144755,17.2931570759902
432,16.2,120,27.4,53.12,121.39,13121,100,4.14,0.1, SPB,0.27232130913439,27,215.436333227419,150.531893106985
433,15.4,1800,27.38,28.79,95.12,6237,200,-999,-999, RR Lyrae; ab type,1240.09694654338,7,73.3590733608861,54.0630630643989
434,11.2,1800,27.4,29.41,0,6469,200,-999,-999, RR Lyrae; c type,711485.14362652,3,64.5599728168536,47.8583078491336
435,13,1800,27.4,33.03,146.16,6020,200,-999,-999, Trans/Eclipse,0.962140492969735,3,123.169681309216,103.437209302325
436,15.3,1800,27.38,7.04,339.09,5583,200,3.75,0.1, Solar-like,4.22962996119293e-05,5,84.3558282198237,58.7430981587883
437,11.8,1800,27.4,35.51,148.1,7620,100,-999,-999, dSct,30.4224478190948,2,156.115417743324,80.131912144703
438,15.1,1800,27.38,50.18,81.06,6004,200,-999,-999, Cepheid;blher,866.713373039399,8,50.6815044864818,27.4981884061386
439,8.6,1800,54.79,47.2,185.79,4590,200,3.07,0.1, Solar-like,83.5135510812843,14,134.990815498312,95.7936050237091
440,8.6,1800,27.38,34.58,67.61,6715,200,-999,-999, RR Lyrae; c type,69682073.4090294,5,105.244996550652,51.7989130441222
441,5.9,1800,27.38,25.01,64.59,5381,300,-999,-999, Trans/Eclipse,2163181064.99218,17,119.478951002174,81.8550724647856
442,14.1,120,27.4,10.5,333.84,18440,180,3.91,0.17, SPB,2.8883839828881,7,76.1870711804631,48.5895602423234
443,7.2,1800,54.79,41.42,184.85,2848,250,-999,-999, LPV;MIRA,2590397374.39053,2,40.4758853432441,14.091951813405
444,7.4,1800,27.38,27.81,73.84,5893,300,-999,-999, Trans/Eclipse,181266839.328774,7,33.6438923399624,21.7427536234585
445,14.5,20,27.4,52.48,65.21,5818,200,-999,-999, Trans/Eclipse,0.17328328129481,479,5169.57410297043,5198.88666602713
446,15.9,1800,27.4,6.46,282.97,6922,184,3.98,0.4, dSct+gDor hybrid,0.0284035552394467,3,29.4645144756817,35.453753522495
447,8.6,1800,27.4,10.26,282.6,6181,200,3.45,0.1, Solar-like,24.391201532348,6,181.697839266704,82.6199077622429
448,6.1,1800,54.77,64.15,189.18,3066,250,-999,-999, LPV;SR,22740814207.7528,1,15.2671755726123,0
449,14.3,1800,27.38,57.58,81.08,6666,200,-999,-999, Trans/Eclipse,0.029786322094821,1,107.679107677777,0
450,8.4,1800,27.38,24.82,54.04,7695,269,3.88,0.4, dSct+gDor hybrid,93110.9945648894,2,122.688785206699,169.729134264348
451,12,1800,27.4,28.06,276.16,5424,300,-999,-999, Trans/Eclipse,NA,NA,NA,NA
452,7.3,120,27.4,42.79,45.52,13963,100,4.11,0.1, SPB,2575295.01722057,3,57.4117240783907,28.7995337995338
453,13.5,1800,27.38,16.49,232.29,2503,250,-999,-999, LPV;MIRA,NA,NA,NA,NA
454,11.5,120,54.8,61.71,198.89,21134,100,4.43,0.1, SPB,8669.20156274114,322,1606.85432043653,1349.9031893738
455,15.7,120,27.4,20.76,135.12,13243,100,4.19,0.1, SPB,0.203133145596491,28,272.627900565877,208.000929555712
456,15,1800,27.38,35.64,212.54,5786,200,4,0.1, Solar-like,2.46136205469161e-05,4,162.95627757957,75.8249097483873
457,6.8,1800,27.38,19.03,191,5662,300,-999,-999, Trans/Eclipse,439250212.775888,1,4.51263537912655,0
458,13.8,1800,27.38,44.18,216.21,7498,100,-999,-999, dSct,1.59231401205917,1,100.226317489554,0
459,7.5,1800,27.4,59.42,135.12,7498,100,-999,-999, dSct,NA,NA,NA,NA
460,1.3,1800,54.77,60.95,270.23,5345,200,-999,-999, Trans/Eclipse,NA,NA,NA,NA
461,7.2,1800,27.38,8.1,94.35,5072,200,-999,-999, Trans/Eclipse,NA,NA,NA,NA
462,8.5,1800,27.38,19.39,322.95,7142,300,-999,-999, Trans/Eclipse,45060557.1773654,2,23.1660231657369,27.9855855852398
463,14.6,1800,27.38,40.07,223.81,7161,201,4.23,0.4, gDor,61.552963405212,5,30.1756654807258,22.369220820862
464,13,120,27.4,21.54,165.74,14321,100,4.23,0.1, SPB,104.611690563999,55,673.483053463795,920.865612440833
465,11.1,1800,27.38,8.41,326.85,5662,300,-999,-999, Trans/Eclipse,148129.36397981,4,41.3258350369843,45.7943507151844
466,6.2,1800,27.38,16.46,28.48,7223,252,3.6,0.4, dSct+gDor hybrid,109467066.604701,1,225.073440467219,0
467,8.9,120,27.4,10.75,193.14,13121,100,4.14,0.1, SPB,192593.46131516,58,385.189863260813,323.99735353797
468,8.3,1800,27.4,31.38,0,5140,300,-999,-999, Trans/Eclipse,22832840.7655769,5,17.8090522104831,7.72791243139391
469,9.3,1800,27.38,11.82,324.31,5893,300,-999,-999, Trans/Eclipse,5891320.75703329,7,33.6571233806367,21.4759713698796
470,12.7,1800,54.77,53.81,189.18,6091,200,-999,-999, RR Lyrae; ab type,131505.159890304,10,115.670059373056,77.965394402512
471,11,120,27.4,18.31,324.29,22438,100,4.25,0.1, hybrid,526.183128954402,13,134.60219478738,34.3194444444442
472,12.7,1800,54.77,61.85,62.87,5503,300,-999,-999, Trans/Eclipse,12702.3904524641,4,29.712282502,7.44754392719736
473,10.7,1800,82.17,72.64,54.06,5619,300,-999,-999, Trans/Eclipse,338833.266576722,2,11.5239953620752,15.1987358954162
474,7.3,1800,54.79,47.14,297.27,2531,250,-999,-999, LPV;MIRA,2932536433.81829,2,28.9263229537108,14.505615109661
475,10.3,1800,27.38,6.19,108.1,6132,300,-999,-999, Trans/Eclipse,431.225924129567,1,1.70677590032429,0
476,5.8,120,27.4,16.44,208.31,13380,60,4.14,0.12, SPB,45437041.728668,79,1159.32876216299,1338.34686633459
477,6.8,1800,54.79,70.78,291.12,7014,100,-999,-999, dSct,286769.945769873,3,232.899438487599,26.4885145480766
478,14.8,1800,27.38,36.92,172.05,4681,200,3.01,0.1, Solar-like,NA,NA,NA,NA
479,9.4,1800,27.38,20.29,297.29,7498,100,4.24,0.1, dSct;Trans/Eclipse,13070.8388931716,3,171.600171598052,60.423423422678
480,13.6,1800,27.38,36.83,35.03,5800,200,-999,-999, Trans/Eclipse,NA,NA,NA,NA
481,11.1,1800,54.77,52.24,301.93,2624,250,-999,-999, LPV;SR,445353.934298482,2,17.3942556531332,3.144966272114
482,10.6,20,27.4,20.74,162.15,8000,200,4.18,0.1, Trans/Eclipse,31.3051797776767,602,4967.24984562774,4481.667854335
483,12,1800,27.4,29.86,139.53,5358,300,-999,-999, Trans/Eclipse,31210.100757092,6,23.6864771748493,15.3240310077519
484,15.1,1800,27.38,19.01,187.85,4835,300,-999,-999, Trans/Eclipse,NA,NA,NA,NA
485,5.7,1800,27.37,30.26,259.38,5392,300,-999,-999, Trans/Eclipse,20995.8700573195,3,69.4977402583787,24.0209772323235
486,11.2,1800,27.38,52.71,102.07,5522,300,-999,-999, Trans/Eclipse,134434.705920235,2,40.1115401125313,55.0171171184766
487,7.8,1800,27.4,22.22,15.01,4825,300,-999,-999, Trans/Eclipse,148023480.333438,1,1.6989466530751,0
488,16.2,120,27.4,28.68,189.17,28840,100,3.81,0.1, SPB,0.0113499416512087,14,129.816752875148,94.3753759158771
489,5.3,1800,27.37,19.82,243.23,2781,250,-999,-999, LPV;MIRA,46943708275.0862,2,31.124754839642,11.3783576363637
490,5.9,1800,82.17,69.98,234.42,5735,300,-999,-999, Trans/Eclipse,2847002795.29862,4,23.2423420370377,9.74071719234781
491,12.9,1800,27.38,44.07,50.16,6459,200,-999,-999, RR Lyrae; ab type,158563.732785932,9,115.776740969702,68.5321410048502
492,7.1,1800,27.4,19.89,279.52,6810,136,3.8,0.15, dSct,35555865735.5552,1,194.29498675993,0
493,13.8,1800,54.77,62.85,297.29,7498,100,-999,-999, dSct,3.62080756679357,2,85.0621526451999,15.0958381061475
494,15,1800,54.79,58.56,309.4,7498,100,-999,-999, dSct,0.23109692971532,5,188.230295303713,15.4339069470057
495,10.8,1800,27.38,14.75,324.29,7408,259,3.88,0.4, gDor,8274.58606194473,5,29.6010296006639,22.2612612609862
496,13.3,120,54.8,69.06,108.1,13930,80,4.35,0.12, SPB,36.1253675068113,358,1276.82677567967,914.787685234365
497,7.7,20,27.4,6.91,339.47,8000,200,-999,-999, Trans/Eclipse,27436.515323756,568,5148.49841679604,4318.71803610672
498,13.5,1800,27.4,24.95,27.02,7257,253,3.93,0.4, dSct,NA,NA,NA,NA
499,6.4,1800,27.4,51.95,6.59,7498,100,-999,-999, dSct,NA,NA,NA,NA
500,11.5,120,54.8,58.87,219.89,11776,100,4.26,0.1, SPB,90.4911278320415,34,135.119668335478,75.4177582208671
501,13.3,1800,27.4,9.49,162.14,6792,200,-999,-999, RR Lyrae; ab type,6454.70919400448,4,44.1429801894919,26.1785529715763
502,13.7,1800,27.38,30.81,95.43,5737,300,-999,-999, Trans/Eclipse,1471.31621923533,1,1.71600171604412,0
503,9.2,120,27.4,41.86,332.22,16368,100,4.22,0.1, SPB,65893.1036421612,84,1140.03949808308,1435.6006435232
504,12.2,1800,27.38,14.51,66.28,7498,100,4.24,0.1, dSct;Trans/Eclipse,57.8690087899735,3,172.1014492775,75.4601449284734
505,13.1,1800,54.77,39.25,216.21,5851,300,-999,-999, Trans/Eclipse,0.0348662534325102,15,44.5772276758194,38.6697965571206
506,6.3,1800,27.38,16.27,35.52,2667,250,-999,-999, LPV;SR,18405192521.0487,1,34.9922239497979,0
507,5.9,120,27.4,6.45,108.1,14092,100,4.23,0.1, SPB,77987185.3893208,82,387.905908168121,305.665826558537
508,7.4,1800,27.38,40.22,348.4,7063,100,-999,-999, dSct,136926.425814154,4,165.090320379705,13.2645705519846
509,13,1800,27.4,27.08,275.72,5974,200,-999,-999, RR Lyrae; c type,28210.9376739648,5,112.733794515652,55.7130412496355
510,10,120,54.8,50.28,0,13121,100,4.14,0.1, SPB,24156.909448031,121,390.217197568141,418.408321241065
511,11.6,1800,54.77,55.66,332.12,7498,100,-999,-999, gDor,49.034617745701,1,5.7273768613975,0
512,8.1,1800,27.38,50.82,297.29,6257,200,-999,-999, RR Lyrae; ab type,654771697.795889,10,108.537108535768,72.8261261252262
513,10.7,1800,27.38,13.83,27.04,7369,257,3.91,0.4, dSct+gDor hybrid,78.304396104721,4,22.4641437702406,18.2538880246562
514,6.5,120,27.4,20.17,270.25,14050,80,4.2,0.12, SPB,13103782.7424531,91,954.380932857214,1063.75512188817
515,8.8,120,27.4,18.53,219.97,14157,100,4,0.1, SPB,120198.943669505,9,138.790265313911,68.5901491181338
516,10.8,1800,54.77,57.76,297.29,5941,300,-999,-999, Trans/Eclipse,333551.763463516,22,115.289974969242,81.6118747613593
517,10.6,1800,27.4,23.21,270.25,7498,100,-999,-999, gDor,253.266584132495,1,6.40532923384384,0
518,8.9,120,27.4,35.51,346.01,14050,80,4.2,0.12, SPB,157906.40436404,66,396.896334501575,334.763139072112
519,10.2,20,27.4,37.8,162.15,8000,200,-999,-999, Trans/Eclipse,614.922580118449,247,1491.56994710877,1150.56520842558
520,6.6,1800,27.38,25.94,311.04,2937,250,-999,-999, LPV;SR,3440820969.66666,2,34.3200343196104,5.72432432425359
521,11.3,1800,27.38,35.67,323.11,6791,300,-999,-999, Trans/Eclipse,202464.403872705,1,1.71600171598052,0
522,14.1,120,54.8,40.64,211.2,14050,80,4.2,0.12, SPB,10.8943935043799,47,163.415316528083,119.097209857119
523,10.7,120,27.4,25.59,303.85,14554,100,4,0.1, SPB,NA,NA,NA,NA
524,16.3,20,27.4,14.46,189.17,8000,200,-999,-999, Trans/Eclipse,0.000176382670292778,485,5648.28180752908,4570.14615655622
525,7.7,1800,54.79,67.95,189.16,6360,200,-999,-999, RR Lyrae; ab type,1993937118.83977,10,133.388867529583,89.9351531462258
526,12.9,120,54.8,54.75,47.83,13380,60,4.14,0.12, SPB,93.8380099765226,418,2048.60933038881,1301.46007487296
527,6.7,1800,109.58,74.2,281.09,6476,200,-999,-999, RR Lyrae;rrc,1101201449.12404,10,88.7143688185093,47.3533695795043
528,12,1800,27.38,17.45,56.47,6149,300,-999,-999, Trans/Eclipse,9.0234529091234,7,34.0752242930388,22.3822463770897
529,9.3,120,27.4,31.06,143.16,13860,70,4.26,0.12, SPB,10549.5215113916,41,1587.56799556041,1950.48724433072
530,15.2,1800,27.37,22.77,270.23,4768,300,-999,-999, Trans/Eclipse,106.608436251924,1,37.9466189140841,0
531,11.3,1800,27.38,9.94,318.58,7880,275,3.8,0.4, dSct+gDor hybrid,NA,NA,NA,NA
532,13.8,120,27.4,14.39,189.17,14050,80,4.2,0.12, SPB,18.839748741639,65,538.814707879471,435.46433296617
533,16.7,1800,27.38,20.8,58.6,6970,300,-999,-999, Trans/Eclipse,10.2577261001531,1,61.6804692899311,0
534,6.6,1800,27.38,61.21,207.11,7083,200,-999,-999, RR Lyrae; ab type,5845247703.35026,7,79.7232250312357,58.7271359815943
535,10.9,1800,27.38,32.38,229.06,7466,261,4.22,0.4, dSct+gDor hybrid,2905.64251003196,3,40.4138376974006,30.3582282568841
536,5.5,1800,27.37,11.4,255.02,8345,292,3.75,0.4, dSct,NA,NA,NA,NA
537,8.3,1800,27.38,33.49,61.87,7706,269,3.56,0.4, dSct,NA,NA,NA,NA
538,5.8,1800,54.79,62.28,296.65,7711,269,4.2,0.1, dSct;Trans/Eclipse,29372387.4566512,6,131.081368174256,105.202549393875
539,8.5,1800,27.38,22.36,81.96,7268,254,4.22,0.4, dSct+gDor hybrid,43059.8478343774,2,130.201630204848,5.40630630643951
540,10.7,1800,27.4,56.5,0,5246,200,3.43,0.1, Solar-like,0.578993978805665,2,60.3126061841659,25.1885830784914
541,10.7,1800,27.38,11.45,320.74,7693,269,3.51,0.4, dSct,7683.18625267917,1,242.385242382248,0
542,12,1800,27.37,51.9,261.78,6319,300,-999,-999, Trans/Eclipse,56429.6540316618,1,2.13183252326315,0
543,14.9,1800,27.38,8.65,306.74,7498,100,-999,-999, gDor,0.402309062250192,1,13.7280137278441,0
544,8.2,1800,54.79,64.1,188.94,7301,234,4.03,0.4, dSct+gDor hybrid,56630.104246286,10,40.79627493699,41.3258362168397
545,6.1,1800,27.38,29.52,189.16,4601,200,3.16,0.1, Solar-like,6076.37064909843,6,197.64544126493,55.7392369167314
546,9.3,1800,27.37,31.33,257.11,5085,200,3.33,0.1, Solar-like,9.48751278514059,1,2.98456553256841,0
547,15.9,1800,27.38,32.59,81.06,7498,100,-999,-999, dSct,0.055475463067616,1,244.133885441266,0
548,11.1,1800,27.4,16.49,17.35,4636,200,3.35,0.1, Solar-like,0.389878652865556,1,36.9520897043833,0
549,5.9,1800,27.4,25.93,287.9,3007,250,-999,-999, LPV;MIRA,2107168677.38811,1,27.3294047310671,0
550,15.7,120,54.8,38.3,74.17,33113,100,3.93,0.1, bCep,0.244913523988429,63,270.396865951839,233.274016352035
551,16.3,1800,82.19,68.36,305.56,7161,100,-999,-999, gDor,0.0167615157677458,4,18.7582860850187,10.6643818227977
552,11.5,1800,27.4,54.67,270.25,7498,100,-999,-999, dSct,108.023380072603,2,134.725424885182,33.2378939273392
553,5.8,120,27.4,52.98,312.27,18440,180,3.91,0.17, SPB,11018310.2721418,7,70.3017832647461,22.8796296296296
554,10.1,120,27.4,24.11,162.15,15210,110,4.14,0.14, SPB,5654.05823208726,53,359.706054048859,289.560368804823
555,6.1,1800,27.38,7.51,318.2,6791,300,-999,-999, Trans/Eclipse,3168176406.43052,1,1.71600171598052,0
556,11.6,1800,27.38,21.53,351.31,5800,200,-999,-999, Trans/Eclipse,38.1967442495594,7,131.197027748751,68.8540578195742
557,13.5,1800,27.38,14.8,56.41,7520,150,3.3,0.15, dSct+gDor hybrid,116.233760943342,2,58.0141476887813,18.2255434784873
558,7.7,1800,27.38,53.88,339.53,5493,300,-999,-999, Trans/Eclipse,NA,NA,NA,NA
559,6.4,1800,27.4,46.57,152.94,6019,200,3.76,0.1, Solar-like,488.440059187092,4,103.359173126615,113.653229974161
560,9.7,120,27.4,47.65,108.1,10471,100,4.22,0.1, SPB,32587.8906206244,25,188.166512360005,97.2284230009494
561,13.5,120,27.4,58.19,209.24,34040,100,4.1,0.1, bCep,2.41431416110529,40,358.875656596931,267.520750627681
562,13.4,1800,27.4,37.46,141.83,8000,200,-999,-999, Trans/Eclipse,1.71879133868404,7,74.504737295435,75.3431524547804
563,16.9,20,54.8,64.56,270.25,5212,200,-999,-999, Trans/Eclipse,0.000967988452916776,2098,5839.05278337896,5308.1009689433
564,8,1800,27.4,14.14,288.83,6752,200,-999,-999, RR Lyrae; ab type,40749807.2357781,5,50.8156119218278,25.3241096589251
565,15.1,1800,54.77,65.09,215.13,6791,300,-999,-999, Trans/Eclipse,0.00155674551596435,5,24.5971162003198,34.2670483462652
566,15.6,120,27.4,50.58,135.12,15066,100,3.97,0.1, SPB,0.28750509598478,20,219.909798246508,154.40559801375
567,15.9,1800,27.38,22.36,75.26,6389,200,3.96,0.1, Solar-like,6.18489065390264e-06,4,111.067977917184,101.359601450535
568,13.3,120,54.8,44.73,339.2,14680,90,4.16,0.13, SPB,113.950557996566,374,2330.26772159125,1112.85210012577
569,11.6,120,27.4,45.69,263.4,14050,80,4.2,0.12, SPB,1087.49011122352,6,98.4654731449742,40.1300511505667
570,15.7,1800,27.4,18.06,289.18,6344,200,-999,-999, RR Lyrae; ab type,892.324898550519,9,118.28507985165,70.2744043035175
571,6.9,1800,27.38,25.78,108.1,7100,232,3.97,0.4, dSct+gDor hybrid,2597029.42683055,6,110.513739545998,31.3145161290322
572,9.8,120,54.8,64.32,303.93,26242,100,3.66,0.1, bCep,9846.75917191252,169,1924.85809457009,1774.13365454333
573,13.2,1800,27.38,37.14,53.9,5800,200,-999,-999, Trans/Eclipse,NA,NA,NA,NA
574,9.8,120,27.4,43.42,148.17,16368,100,4.22,0.1, SPB,21950.2485705648,105,1061.24767607806,978.114800640818
575,10.2,1800,54.79,57.17,246.67,7636,267,3.67,0.4, dSct,27627.0834434117,1,200.570018715804,0
576,9.4,1800,27.38,40.72,337.09,5493,300,-999,-999, Trans/Eclipse,NA,NA,NA,NA
577,16.1,20,27.4,42.85,61.78,5800,200,-999,-999, Trans/Eclipse,0.00581192524703353,20,485.267360541553,410.387955193583
578,6.6,20,27.4,22.63,27.02,7474,200,-999,-999, Trans/Eclipse,322478.858994701,283,4866.96249740331,3610.11922438895
579,10.9,1800,27.4,26.13,156.4,6028,300,-999,-999, Trans/Eclipse,NA,NA,NA,NA
580,16.5,1800,27.38,9.44,324.31,7498,100,-999,-999, dSct,0.0182918346138789,2,168.711656439648,12.0012781184623
581,7.6,1800,27.38,36.95,54.06,7400,148,3.81,0.15, dSct+gDor hybrid,7235342.46128253,1,122.066942720633,0
582,5.3,1800,27.37,28.04,243.23,2881,250,-999,-999, LPV;SR,79037299812.4309,2,31.124754839642,11.3783576363637
583,16.8,1800,27.4,20.52,158.11,5851,300,-999,-999, Trans/Eclipse,5.84995119921571,2,37.8983634797589,48.5260981912145
584,14.9,1800,27.4,45.77,288.29,6823,100,4.42,0.1, dSct;Trans/Eclipse,16.1314870513807,1,102.058245792579,0
585,7.7,120,27.4,12.71,99.52,11990,60,4.27,0.09, SPB,2131108.26677211,34,190.309638924471,116.928299556696
586,16.7,1800,27.38,20.16,243.21,6011,200,3.47,0.1, Solar-like,6.93170570070658e-06,1,25.3260049570377,0
587,7.8,1800,27.38,35.19,52.91,5665,300,-999,-999, Trans/Eclipse,87745293.9302036,1,2.1600138240616,0
588,10.2,120,27.4,12,180.08,33113,100,3.93,0.1, bCep,6149.79689748552,57,598.365440744761,555.574070256287
589,11.9,1800,27.4,16.02,23.77,8000,200,-999,-999, Trans/Eclipse,NA,NA,NA,NA
590,16.5,1800,27.38,22.29,73.32,3300,250,-999,-999, LPV;MIRA,1.71205055282035,1,34.9378881991917,0
591,14.7,120,54.8,70.09,243.22,13930,80,4.35,0.12, SPB,2.7357538050693,248,1344.30822967493,1286.97261997318
592,5.3,1800,27.38,33.07,38.6,6028,300,-999,-999, Trans/Eclipse,NA,NA,NA,NA
593,6.5,1800,54.77,36.35,89.23,3421,250,-999,-999, LPV;MIRA,3344451374.43308,3,27.1831464492014,6.92686034658511
594,5.7,1800,54.77,67.65,247.28,4579,300,-999,-999, Trans/Eclipse,3317298659.17532,4,44.1030018494808,8.78859012661833
595,14.4,1800,27.38,15.02,27.28,5140,300,-999,-999, Trans/Eclipse,330.522645261057,4,20.304129946179,7.68584758932896
596,13.1,1800,27.38,19.81,95.93,5171,200,-999,-999, Trans/Eclipse,5.67033455173555,8,54.2685542698953,58.8333333347872
597,17,1800,27.38,54.77,44.98,2565,250,-999,-999, LPV;SR,35.648849279976,1,34.9922239497979,0
598,11.7,1800,27.38,7.82,69.14,7498,100,-999,-999, dSct,12.3191285586884,2,210.92132505438,5.75543478268024
599,9.2,120,54.8,51.29,121.42,16420,140,4,0.15, SPB,26260.8893537171,62,209.49068175169,177.413039599705
600,6.3,120,54.8,61.93,47.11,15210,110,4.14,0.14, SPB,6186953.5016148,63,233.772672102363,234.440227703503
601,7.5,1800,27.38,27.42,108.1,5800,200,-999,-999, Trans/Eclipse,12670.3643004226,4,146.673887536882,71.5940969410878
602,16.5,120,27.4,39.49,259.81,13690,70,4.23,0.12, SPB,0.0136224092432374,21,185.848252342895,118.178260868598
603,14.9,120,27.4,31.36,45.08,10471,100,4.22,0.1, SPB,2.23573227891051,3,45.3250453250453,33.2794612794613
604,14.7,1800,27.38,37.56,73.05,5048,200,3.37,0.1, Solar-like,0.000469969402227842,2,127.24292615755,171.384057973143
605,5.4,120,27.4,55.07,243.22,10471,100,4.22,0.1, SPB,89372284.5418677,4,56.484410302173,33.4975146856007
606,14.1,1800,27.38,10.54,195.65,5454,200,-999,-999, Trans/Eclipse,0.00429321758682061,2,69.1937424799402,97.3829723239092
607,2.1,1800,54.77,67.84,27.04,5018,200,-999,-999, Trans/Eclipse,345202587.659924,16,82.9378820919135,89.6874438892273
608,8.8,1800,27.37,18.45,248,8000,200,-999,-999, Trans/Eclipse,341.305040883142,3,150.507376142378,91.6589920707079
609,15.8,1800,356.19,81.88,351.31,5818,200,-999,-999, Trans/Eclipse,0.00815209095961856,128,56.7457530112113,50.8644540700373
610,11.4,1800,27.38,39.43,162.16,7498,100,-999,-999, gDor,NA,NA,NA,NA
611,9.9,1800,54.79,60.12,260.25,4354,300,-999,-999, Trans/Eclipse,103.7964981063,3,7.8696613918184,9.46018376717024
612,10.8,120,54.8,45.13,42.39,26730,100,3.67,0.1, bCep,2446.33992891044,137,433.928313772076,372.792376444106
613,5.4,1800,27.4,21.33,286.94,6902,100,-999,-999, dSct+gDor hybrid,5080637.46740483,5,35.0157998116797,33.5544452980756
614,7.8,1800,54.79,50,286.47,8000,200,-999,-999, Trans/Eclipse,19551.1400160874,7,100.178662582337,63.0678917811343
615,7.4,20,27.4,21.42,27.02,5212,200,-999,-999, Trans/Eclipse,37571.0024320588,236,1452.64220917108,1222.63512310871
616,15.2,1800,27.38,17.6,120.37,7481,100,-999,-999, dSct+gDor hybrid,0.540217221016759,4,99.2063492063491,119.564516129032
617,14.3,1800,27.37,34.57,261.97,3003,250,-999,-999, LPV;SR,545.402821847764,1,38.7993519233893,0
618,5.8,1800,27.38,35.1,297.29,7036,220,4.18,0.4, dSct+gDor hybrid,331322.330192002,4,27.6705276701858,21.9432432429722
619,6.2,1800,27.38,8.34,323.74,7604,266,4.13,0.4, dSct+gDor hybrid,1362523.15428408,2,224.367224364452,54.0630630623944
620,11.4,120,27.4,23.22,119.98,16210,150,4.15,0.14, SPB,1689.66330448701,18,144.619637552664,114.163893721894
621,12,1800,27.38,28.7,201.22,5800,200,-999,-999, Trans/Eclipse,1.63002647280225,1,131.054131054131,0
622,5.9,1800,27.38,25.13,189.18,7529,263,3.98,0.4, dSct+gDor hybrid,7202403.49888855,1,10.5294825512953,0
623,15.4,120,27.4,44.63,118.52,13930,80,4.35,0.12, SPB,0.755551547836935,69,1448.75601512933,1721.62946654291
624,7.8,1800,27.4,11.6,15.58,3395,250,-999,-999, LPV;MIRA,39855648.4835589,1,41.6241930003399,0
625,10.1,1800,27.38,11.44,135.1,5575,200,-999,-999, Trans/Eclipse,1091.89041428508,2,37.7624167946748,31.9471326164875
626,15.7,120,27.4,21.52,94.57,27289,100,4.08,0.1, SPB,1.63043747467683,60,271.319823061238,188.737527001841
627,9,1800,54.77,62.86,73.23,7498,100,-999,-999, dSct,20232.3200390557,6,99.9062713025897,32.0560455012192
628,17,1800,27.37,44.93,261.4,7498,100,-999,-999, dSct,0.00998994156019949,6,154.131491431926,39.5081862373745
629,15.3,120,27.4,22.86,135.12,15739,100,3.97,0.1, SPB,0.390640085535126,179,1742.494663601,1408.79157196016
630,11.4,1800,27.38,52.62,306.83,5800,200,-999,-999, Trans/Eclipse,13.5132401141705,2,102.902688552268,92.5963597398678
631,8.7,120,54.8,62.13,160.79,11990,60,4.27,0.09, SPB,327811.943285218,303,1015.1352090018,949.434863932969
632,16.5,20,54.8,58.71,233.53,5800,200,-999,-999, Trans/Eclipse,0.00103717870662057,22,687.559080483243,574.576867153717
633,14,1800,54.79,58.76,54.04,8068,282,3.76,0.4, dSct,8.12571054523153,4,101.154842269387,73.491083937453
634,15.6,1800,27.38,19.03,45.69,7142,300,-999,-999, Trans/Eclipse,104.795364136238,2,25.4881631239269,31.3838776564266
635,13.1,1800,27.37,21.07,270.23,5252,200,-999,-999, Trans/Eclipse,NA,NA,NA,NA
636,16.5,1800,27.4,51.06,280.5,6457,200,-999,-999, RR Lyrae; ab type,73.7845691051689,9,84.9773678356617,50.6482193178501
637,5.2,1800,27.38,46.63,214.88,7099,200,-999,-999, RR Lyrae; ab type,70505758603.6776,5,59.6670677906733,29.735258724858
638,13.7,1800,27.4,34.5,279.21,7042,300,-999,-999, Trans/Eclipse,NA,NA,NA,NA
639,16.7,1800,54.77,37.25,215.43,6193,300,-999,-999, Trans/Eclipse,9.00065117696448,1,1.14784205692538,0
640,8.6,120,27.4,27.2,219.01,16210,150,4.15,0.14, SPB,289282.488550953,15,243.151937681735,131.597379122003
641,13.1,120,54.8,66.62,189.17,16210,150,4.15,0.14, SPB,65.5729544867545,118,592.195064045998,709.08404760578
642,6.1,120,54.8,66.77,172.02,12161,100,4.28,0.1, SPB,33050264.2026911,222,825.624797140401,812.354071641212
643,8.3,1800,27.4,46.47,162.14,7193,226,3.93,0.4, dSct+gDor hybrid,266060.57784504,3,192.937123169681,88.1131782945742
644,9.1,120,27.4,58.32,108.1,16210,150,4.15,0.14, SPB,86793.4280759232,23,144.875355757817,73.7156671118297
645,13,1800,27.38,41.45,169.78,7294,100,-999,-999, dSct+gDor hybrid,NA,NA,NA,NA
646,16.2,1800,356.19,79.75,351.31,7516,100,-999,-999, dSct,0.0346971708583783,44,189.228387835093,21.2859303051381
647,6.5,120,27.4,15.96,0.73,16368,100,4.22,0.1, SPB,9602539.71607441,51,305.514537398827,249.125719231126
